tip.label
Nomada timberlakei
Nomada mutans
Nomada verecunda
Oreopasites hurdi
Osmia mixta
Osmia cahuilla
Osmia enixa
Osmia grindeliae
Osmia hemera
Osmia inurbana
Osmia lacus
Osmia lupinicola
Osmia prunorum
Osmia zephyros
Panurginus atramontensis
Perdita luculenta
Perdita verbesinae
Perdita binotata
Perdita namatophila
Perdita pyrifera
Perdita bellula
Perdita amoena
Perdita mandibularis
Perdita beatula
Perdita butleri
Perdita chloris
Perdita elegans
Perdita paroselae
Perdita pectidis
Perdita retusa
Xeroheriades micheneri
Perdita compta
Perdita cuspidata
Perdita eremica
Perdita eremophila
Perdita imberbis
Perdita morula
Perdita ovaliceps
Perdita pallidipes
Perdita panocheana
Perdita propinqua
Perdita prosopidis
Perdita semicaerulea
Perdita stathamae
Perdita acaciae
Perdita distans
Perdita gentilis
Perdita nigridia
Perdita snellingi
Perdita dicksoni
Perdita pallidiventris
Perdita polita
Perdita bispinata
Perdita calochorti
Perdita fallugiae
Perdita macrostoma
Perdita meconis
Perdita tularensis
Perdita mucronata
Perdita quadrisignata
Perdita vandykei
Protandrena heteromorpha
Protodufourea wasbaueri
Protandrena fratercula
Protandrena pectiphilus
Sphecodes patruelis
Stelis acutiventris
Stelis nigriventris
Stelis callura
Trachusa autumnalis
Trachusa gummifera
Andrena lateralis
Agapanthinus callophilus
Nomada orbitalis
Triepeolus perpictus
Andrena angelesia
Megachile melanogaster
Lasioglossum ruficorne
Lasioglossum obscurior
Lasioglossum miguelense
Osmia nigricollis
Lasioglossum arizonense
Lasioglossum robustum
Perdita frontalis
Osmia trifoliama
Centris aethyctera
Anthidium sonorense
Dufourea stagei
Perdita obtusa
Perdita coalingensis
Perdita pulliventris
Oreopasites powelli
Ceratina micheneri
Perdita trifida
Nomada tintinnabulum
Nomada erythrospila
Nomada luteopicta
Nomada sanctaecrucis
Nomada melanosoma
Osmia indeprensa
Nomada angelarum
Megachile dulciana
Perdita flavifrons
Perdita punctifrons
Perdita subglabra
Megachile atrata
Oreopasites euphorbiae
Calliopsis snellingi
Calliopsis timberlakei
Andrena cheyennorum
Andrena inclinata
Osmia sandhouseae
Andrena fracta
Andrena laminibucca
Andrena declinis
Centris rhodomelas
Sphecodes lautipennis
Protandrena porterae
Colletes rufocinctus
Nomada debilis
Andrena primulifrons
Andrena tildeni
Andrena labergei
Andrena burkelli
Colletes rudis
Andrena apacheorum
Megachile comata
Andrena hallii
Andrena mariae
Andrena wellesleyana
Perdita zebrata
Trachusa occidentalis
Coelioxys menthae
Triepeolus callopus
Calliopsis syphar
Megachile pseudolegalis
Triepeolus permixtus
Bombus rotundiceps
Andrena ablegata
Ashmeadiella neomexicana
Eucera atriventris
Hesperapis elegantula
Lasioglossum hammondi
Megachile armaticeps
Perdita albomaculata
Anthidium pallidiclypeum
Hesperapis oliviae
Perdita yanegai
Lasioglossum cordleyi
Megachile robertiana
Perdita desdemona
Andrena nanula
Perdita rhondae
Megachile abluta
Perdita marcialis
Perdita lycii
Serapista serrata
Lasioglossum cabrilli
Megachile exilis
Colletes obscurus
Perdita quadraticeps
Perdita blaisdelli
Perdita bebbiae
Nomia foxii
Andrena siccata
Anthidium rodecki
Dufourea convergens
Calliopsis solitaria
Andrena grindeliae
Andrena penutiani
Perdita sexnotata
Perdita vesca
Triepeolus rhododontus
Anthophorula scapalis
Exomalopsis dimidiata
Melissodes elegans
Nomada vexator
Paranomada californica
Anthophorula morula
Nomada opposita
Svastra sila
Lasioglossum bardum
Lasioglossum dasiphorae
Dufourea truncata
Perdita bicuspidariae
